query	address.country_code	un_region	un_subregion	hand_edited	Freq	query_date	place_id	osm_type	display_name	class	type	importance	address.country	reviewed
royal society of arts	gb	Europe	Northern Europe	FALSE	NA	2021-02-14	107265208	way	The Royal Society of Arts, 8, John Adam Street, St Clement Danes, Covent Garden, City of Westminster, London, Greater London, England, WC2N 6EZ, United Kingdom	building	yes	0.401	United Kingdom	FALSE
endothelin	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
fletcher ltd	au	Oceania	Australia and New Zealand	FALSE	NA	2021-02-14	220472292	way	Neil Fletcher Design Pty Ltd, 247-248, Nepean Highway, Edithvale, City of Kingston, Victoria, 3196, Australia	office	architect	0.201	Australia	FALSE
forestry commission	gh	Africa	Western Africa	FALSE	NA	2021-02-14	58167907	node	Forestry Commission, Westland Avenue, Kisseman, Legon, Accra Metropolitan, Greater Accra Region, GH-GE328-3680, Ghana	office	government	0.201	Ghana	FALSE
ewod	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
imperial institute	bd	Asia	Southern Asia	FALSE	NA	2021-02-14	204408461	way	Imperial Polytechnic Institute à¦‡à¦®à§<8d>à¦ªà§‡à¦°à¦¿à¦¯à¦¼à¦¾à¦² à¦ªà¦²à¦¿à¦Ÿà§‡à¦•à¦¨à¦¿à¦• à¦‡à¦¨à¦¸à§<8d>à¦Ÿà¦¿à¦Ÿà¦¿à¦‰à¦Ÿ, VIP Road, à¦šà¦¾à¦<81>à¦ªà¦¾à¦‡à¦¨à¦¬à¦¾à¦¬à¦—à¦žà§<8d>à¦œ, à¦šà¦¾à¦ªà¦¾à¦‡à¦¨à¦¬à¦¾à¦¬à¦—à¦žà§<8d>à¦œ à¦œà§‡à¦²à¦¾, à¦°à¦¾à¦œà¦¶à¦¾à¦¹à§€ à¦¬à¦¿à¦­à¦¾à¦—, 6300, à¦¬à¦¾à¦‚à¦²à¦¾à¦¦à§‡à¦¶	office	educational_institution	0.201	à¦¬à¦¾à¦‚à¦²à¦¾à¦¦à§‡à¦¶	FALSE
nmos	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
ezhip	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
pfa	pl	Europe	Eastern Europe	FALSE	NA	2021-02-14	181949205	way	PFA, Reknicka, Kobylepole, Antoninek-Zieliniec-Kobylepole, PoznaÅ„, wojewÃ³dztwo wielkopolskie, 61-065, Polska	building	yes	0.101	Polska	FALSE
rna tie club	sb	Oceania	Melanesia	FALSE	NA	2021-02-14	1468140	node	Ulawa, Arona, Makira-Ulawa, Solomon Islands	aeroway	aerodrome	0.252344279227432	Solomon Islands	FALSE
us national center for human genome research	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
okhotsk plate	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
ministry of agriculture's fisheries experiment station	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
gsn	at	Europe	Western Europe	FALSE	NA	2021-02-14	8122558	node	GSN, 67, Laxenburger StraÃŸe, Sonnwendviertel, KG Favoriten, Favoriten, Wien, 1100, Ã–sterreich	craft	plumber	0.101	Ã–sterreich	FALSE
british society for electronic music	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
mobil composition of matter no.	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
basel institute for immunology	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
young liberals	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
cbass	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
iib	tg	Africa	Western Africa	FALSE	NA	2021-02-14	188676385	way	IIb, KpÃ©mÃ©, RÃ©gion Maritime, Togo	landuse	allotments	0.3	Togo	FALSE
canon	us	Americas	Northern America	FALSE	NA	2021-02-14	258133627	relation	Canon, Franklin County, Georgia, United States	boundary	administrative	0.488105956498361	United States	FALSE
amg	in	Asia	Southern Asia	FALSE	NA	2021-02-14	81150582	node	Alamnagar, Mohan Road, Rajaji Puram, Lucknow, Sadar, Lucknow, Uttar Pradesh, 226017, India	railway	station	0.26691348680426	India	FALSE
journal	ph	Asia	South-Eastern Asia	FALSE	NA	2021-02-14	57508627	node	Journal, Cuta, Poblacion, Batangas City, Batangas, Calabarzon, 4200, Luzon	place	neighbourhood	0.35	Luzon	FALSE
proton radius	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
ctt	fr	Europe	Western Europe	FALSE	NA	2021-02-14	150163833	way	AÃ©rodrome du Castellet, Chicane Nord, Le Castellet, Toulon, Var, Provence-Alpes-CÃ´te d'Azur, France mÃ©tropolitaine, 83330, France	aeroway	aerodrome	0.313179143195807	France	FALSE
british medical association planning unit	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
department of health and social security	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
health service	np	Asia	Southern Asia	FALSE	NA	2021-02-14	68009675	node	Health Service, Nayapul-Makha, Makha, Modi Rural Municipality Ward No.2, à¤¦à¥‡à¤‰à¤ªà¥<81>à¤°, à¤®à¥‹à¤¦à¤¿ à¤—à¤¾à¤‰à¤<81>à¤ªà¤¾à¤²à¤¿à¤•à¤¾ (Modi), à¤ªà¤°à¥<8d>à¤µà¤¤, à¤—à¤£à¥<8d>à¤¡à¤•à¥€ à¤ªà¥<8d>à¤°à¤¦à¥‡à¤¶, à¤¨à¥‡à¤ªà¤¾à¤²	amenity	clinic	0.201	à¤¨à¥‡à¤ªà¤¾à¤²	FALSE
major atmospheric gamma imaging cherenkov	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
magic collaboration	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
federal drug administration	us	Americas	Northern America	FALSE	NA	2021-02-14	72420556	node	Federal Drug, State Street, Upper State, Santa Barbara, Santa Barbara County, California, 3701, United States	amenity	pharmacy	0.201	United States	FALSE
psp	us	Americas	Northern America	FALSE	NA	2021-02-14	257959770	relation	Palm Springs International Airport, Ranchero Drive, Palm Springs, Riverside County, California, 92264, United States	aeroway	aerodrome	0.360330049491136	United States	FALSE
clermont ferrand	fr	Europe	Western Europe	FALSE	NA	2021-02-14	257761117	relation	Clermont-Ferrand, Puy-de-DÃ´me, Auvergne-RhÃ´ne-Alpes, France mÃ©tropolitaine, France	boundary	administrative	0.813838903406958	France	FALSE
ingham	us	Americas	Northern America	FALSE	NA	2021-02-14	257834527	relation	Ingham County, Michigan, United States	boundary	administrative	0.607923459806298	United States	FALSE
batf	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
european conservation conference	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
state railways	gb	Europe	Northern Europe	FALSE	NA	2021-02-14	65729043	node	Railways, Locomotive Walk, Far Cotton and Delapre, Far Cotton, Northampton, Northamptonshire, East Midlands, England, NN1 5PA, United Kingdom	tourism	information	0.101	United Kingdom	FALSE
female medical society	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
ladies' medical college	in	Asia	Southern Asia	FALSE	NA	2021-02-14	79673846	node	Sneha Ladies Tailors, Mavoor-Medical College Road, Velliparamba, Cherooppa, Kozhikode, Kozhikode district, Kerala, 673008, India	shop	tailor	0.301	India	FALSE
centre for nanoscience	de	Europe	Western Europe	FALSE	NA	2021-02-14	184278133	way	Center for Soft Nanoscience, 10, Busso-Peus-StraÃŸe, Sentruper HÃ¶he, MÃ¼nster-West, MÃ¼nster, Nordrhein-Westfalen, 48149, Deutschland	building	university	0.201	Deutschland	FALSE
genetic alliance uk	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
zeneca agrochemicals	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
swedish orphan biovitrum	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
hga	in	Asia	Southern Asia	FALSE	NA	2021-02-14	64910476	node	Hogla, Baruipur Kulpi Road, Dakshin Barasatâ€Ž, Jaynagar - I, South 24 Parganas, West Bengal, 743391, India	railway	station	0.33855055665356	India	FALSE
us department of agriculture's forest service	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
estonian university of life sciences	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
estonian research council	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
estonian academy of sciences	ee	Europe	Northern Europe	FALSE	NA	2021-02-14	71494132	node	Eesti Teaduste Akadeemia, 6, Kohtu, Toompea, Vanalinn, Kesklinn, Kesklinna linnaosa, Tallinn, Harju maakond, 10130, Eesti	amenity	college	0.001	Eesti	FALSE
tiger leap program	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
atlantic council	us	Americas	Northern America	FALSE	NA	2021-02-14	91298235	way	Atlantic Avenue, Bluff Acres Mobile Home Park, Council Bluffs, Pottawattamie County, Iowa, 51501, United States	highway	residential	0.3	United States	FALSE
tallinn university of technology	ee	Europe	Northern Europe	FALSE	NA	2021-02-14	257983269	relation	Tallinna TehnikaÃ¼likool, Akadeemia tee, MustamÃ¤e, MustamÃ¤e linnaosa, Tallinn, Harju maakond, 12611, Eesti	amenity	university	0.527563312026337	Eesti	FALSE
bocconi university	it	Europe	Southern Europe	FALSE	NA	2021-02-14	135956290	way	UniversitÃ  Bocconi, 25, Via Roberto Sarfatti, Vigentina, Municipio 5, Milano, Lombardia, 20136, Italia	amenity	university	0.565462504662715	Italia	FALSE
helmholtz center for heavy ion research	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
pfoa	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
safety programme	bd	Asia	Southern Asia	FALSE	NA	2021-02-14	69840210	node	Safety Net programme unit, Boundary between Dewanganj and Ward 9, Rajibpur Upazila, à¦¬à¦¾à¦‚à¦²à¦¾à¦¦à§‡à¦¶	amenity	social_facility	0.201	à¦¬à¦¾à¦‚à¦²à¦¾à¦¦à§‡à¦¶	FALSE
us environmental protection agency's national exposure research laboratory	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
pfos	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
pfas	it	Europe	Southern Europe	FALSE	NA	2021-02-14	60886794	node	CASTELLI SERVICE - Acqua senza PFAS, 2, Via Ca' Cegalina, Montecchio Maggiore, Arcugnano, Vicenza, Veneto, 36075, Italia	shop	water	0.101	Italia	FALSE
department of environmental management	ug	Africa	Eastern Africa	FALSE	NA	2021-02-14	129514961	way	Department of Environmental management, Science Footpath, Makerere, Kampala Capital City, Kampala, Central Region, P.O BOX 9 MBARARA, Uganda	building	residential	0.401	Uganda	FALSE
sunderland	gb	Europe	Northern Europe	FALSE	NA	2021-02-14	258322812	relation	Sunderland, North East England, England, United Kingdom	boundary	administrative	0.631511205816056	United Kingdom	FALSE
3m	de	Europe	Western Europe	FALSE	NA	2021-02-14	3624125	node	3m, Reinickendorf, Berlin, 13507, Deutschland	waterway	depth	0.36	Deutschland	FALSE
carlos albizu university	us	Americas	Northern America	FALSE	NA	2021-02-14	2789127	node	Carlos Albizu University, Northwest 99th Avenue, Vanderbilt Park, Doral, Miami-Dade County, Florida, 33172, United States	amenity	school	0.301	United States	FALSE
johns hopkins school of public health	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
al mustansiriya university	iq	Asia	Western Asia	FALSE	NA	2021-02-14	109229668	way	Ø§Ù„Ø¬Ø§Ù…Ø¹Ø© Ø§Ù„Ù…Ø³ØªÙ†ØµØ±ÙŠØ©, Ø´Ø§Ø±Ø¹ Ù<81>Ù„Ø³Ø·ÙŠÙ†, Qahira, Ø§Ù„Ø¨Ù„Ø¯ÙŠØ© Ø§Ù„Ø¹Ø¸Ù…ÙŠØ©, Ø¨ØºØ¯Ø§Ø¯, Ù†Ø§Ø­ÙŠØ© Ù…Ø±Ú©Ø² Ù‚Ø¶Ø§Ø¡ Ø§Ù„Ø¹Ø¸Ù…ÙŠØ©, Ù‚Ø¶Ø§Ø¡ Ø§Ù„Ø£Ø¹Ø¸Ù…ÙŠØ©, Ù…Ø­Ø§Ù<81>Ø¸Ø© Ø¨ØºØ¯Ø§Ø¯, 10064, Ø§Ù„Ø¹Ø±Ø§Ù‚ / Ø¹ÛŽØ±Ø§Ù‚ / Ü¥Ü<9d>ÜªÜ<90>Ü©	amenity	university	0.001	Ø§Ù„Ø¹Ø±Ø§Ù‚ / Ø¹ÛŽØ±Ø§Ù‚ / Ü¥Ü<9d>ÜªÜ<90>Ü©	FALSE
iraq family health survey	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
human rights data analysis group	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
autonomous university of the yucatán	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
national polytechnic institute	pk	Asia	Southern Asia	FALSE	NA	2021-02-14	59286833	node	Polytechnic Institute, Gulistan E Sajjad Road, Qasim Town, Gulistan-e-Sajjad, Ø­ÛŒØ¯Ø±Ø¢Ø¨Ø§Ø¯, Ø³Ù†ÚŒ, 91000, Ù¾Ø§Ú©Ø³ØªØ§Ù†	office	educational_institution	0.201	Ù¾Ø§Ú©Ø³ØªØ§Ù†	FALSE
national school of conservation	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
autonomous university of yucatán	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
mexica	mx	Americas	Central America	FALSE	NA	2021-02-14	119308142	way	Mexica, Azteca, San NicolÃ¡s de los Garza, Nuevo LeÃ³n, 66480, MÃ©xico	highway	residential	0.2	MÃ©xico	FALSE
institute for oriental and european archaeology of the austrian academy of sciences	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
university of nigeria	ng	Africa	Western Africa	FALSE	NA	2021-02-14	206839119	way	Adelabu Hostel,University of Nigeria,Engu Campus(UNEC), Justice Dan Ibekwe Road, Independence Layout, Enugu South, Enugu, 400261, Nigeria	building	yes	0.301	Nigeria	FALSE
institute of archeology and ethnography of the siberian branch	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences' institute of vertebrate paleontology and paleoanthropology	cn	Asia	Eastern Asia	FALSE	NA	2021-02-14	154175740	way	Institute of Vertebrate Paleontology and Paleoanthropology (IVPP). Chinese Academy of Sciences, è¥¿ç›´é—¨å¤–å¤§è¡—, è¥¿åŸŽåŒº, åŒ—äº¬å¸‚, 100032, ä¸­å›½	amenity	public_building	1.001	ä¸­å›½	FALSE
dexu institute of palaeontology	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
ditsong museums of south africa	za	Africa	Southern Africa	FALSE	NA	2021-02-14	176751978	way	National Cultural History Museum, Minnaar Street, Salvokop, Tshwane Ward 60, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, South Africa	tourism	museum	0.301	South Africa	FALSE
authority for research and conservation of cultural heritage	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
harvard museum of comparative zoology	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
trinity	us	Americas	Northern America	FALSE	NA	2021-02-14	258459855	relation	Trinity County, Texas, United States	boundary	administrative	0.653337526398738	United States	FALSE
university of osnabrück	de	Europe	Western Europe	FALSE	NA	2021-02-14	19253076	node	UniversitÃ¤t OsnabrÃ¼ck Bibliothekszentrale "Alte MÃ¼nze", 18, Alte MÃ¼nze, Altstadt, Innenstadt, OsnabrÃ¼ck, Niedersachsen, 49074, Deutschland	amenity	library	0.270881295424728	Deutschland	FALSE
citrus research and development foundation	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
agrosource	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
crdf	us	Americas	Northern America	FALSE	NA	2021-02-14	42843105	node	CRDF Global, 1776, Suite 300, Wilson Boulevard, Colonial Village, Arlington, Arlington County, Virginia, 22209, United States	office	ngo	0.101	United States	FALSE
us public interest research groups	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
crews	us	Americas	Northern America	FALSE	NA	2021-02-14	393109	node	Crews, Lamar County, Alabama, United States	place	hamlet	0.35	United States	FALSE
protac	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
proteinix	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
meso scale diagnostics	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
institute of gender and health	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
university of north carolina medical center	us	Americas	Northern America	FALSE	NA	2021-02-14	258459202	relation	University of North Carolina, South Columbia Street, Downtown, Chapel Hill, Orange County, North Carolina, 27516, United States	amenity	university	0.982889212190386	United States	FALSE
scientific research institute for radiation medicine and ecology	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
soviet army	cz	Europe	Eastern Europe	FALSE	NA	2021-02-14	168103860	way	DÄ›lo RudÃ© armÃ¡dy, osvoboditelÅ¯ ze SovÄ›tskÃ©ho Svazu, Cesta OsvobozenÃ­, Odolov, StrÃ¡Å¾kovice, MalÃ© SvatoÅˆovice, okres Trutnov, KrÃ¡lovÃ©hradeckÃ½ kraj, SeverovÃ½chod, 54233, ÄŒesko	building	yes	0.001	ÄŒesko	FALSE
scientific research institute of radiation medicine and ecology	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
irme	tr	Asia	Western Asia	FALSE	NA	2021-02-14	33875886	node	Ä°rme, KÄ±zlar Mahallesi, Bozova, ÅžanlÄ±urfa, GÃ¼neydoÄŸu Anadolu BÃ¶lgesi, TÃ¼rkiye	place	hamlet	0.25	TÃ¼rkiye	FALSE
semey state medical university	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
federal office for radiation protection in oberschleissheim	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
us fish and wildlife service forensics lab	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
ashland	us	Americas	Northern America	FALSE	NA	2021-02-14	257376240	relation	Ashland County, Wisconsin, United States	boundary	administrative	0.599344512173749	United States	FALSE
us forest products laboratory	us	Americas	Northern America	FALSE	NA	2021-02-14	99143466	way	Forest Products Laboratory, Highland Avenue, Regent, Madison, Dane County, Wisconsin, 53705-2221, United States	office	forestry	0.301	United States	FALSE
forest products laboratory	us	Americas	Northern America	FALSE	NA	2021-02-14	99143466	way	Forest Products Laboratory, Highland Avenue, Regent, Madison, Dane County, Wisconsin, 53705-2221, United States	office	forestry	0.301	United States	FALSE
lumber liquidators	us	Americas	Northern America	FALSE	NA	2021-02-14	189285247	way	Lumber Liquidators, 225, Daniel Webster Highway, Ward 8, Nashua, Hillsborough County, New Hampshire, 03060, United States	shop	trade	0.381472839091896	United States	FALSE
institute of forest genetics	us	Americas	Northern America	FALSE	NA	2021-02-14	2795219	node	Institute of Forest Genetics, US 50, Motor City, El Dorado County, California, United States	office	research	0.401	United States	FALSE
wildlife service forensics lab	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
gifford pinchot national forest	us	Americas	Northern America	FALSE	NA	2021-02-14	259088193	relation	Gifford Pinchot National Forest, Washington, United States	boundary	national_park	0.819316353169714	United States	FALSE
thünen institute	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
gulf of tribugá	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
applied ocean sciences	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
anderson cabot center for ocean life	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
iqoe	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
alaska native	us	Americas	Northern America	FALSE	NA	2021-02-14	97889312	way	Alaska Native Heritage Center, 8800, Heritage Center Drive, Anchorage, Alaska, 99504, United States	tourism	museum	0.415498150437213	United States	FALSE
turtle mountain band of chippewa indians	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
turtle mountain community college	us	Americas	Northern America	FALSE	NA	2021-02-14	99119037	way	Turtle Mountain Community College, Barney's Beach Road, Rolette County, North Dakota, 58316, United States	amenity	college	0.401	United States	FALSE
birbal sahni institute of palaeosciences	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
tribe of ephraim	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
queensland museum	au	Oceania	Australia and New Zealand	FALSE	NA	2021-02-14	125001579	way	Queensland Museum, Grey Street, South Brisbane, Brisbane City, Queensland, 4101, Australia	tourism	museum	0.562945678183792	Australia	FALSE
yakama nation	us	Americas	Northern America	FALSE	NA	2021-02-14	82331001	node	Yakama Nation Housing Authority, 611, South Camas Avenue, Wapato, Yakima County, Washington, 98951, United States	office	government	0.201	United States	FALSE
ghent university hospital	be	Europe	Western Europe	FALSE	NA	2021-02-14	94305270	way	Universitair Ziekenhuis Gent, 10, Corneel Heymanslaan, Ottergemse Dries, Gent, Oost-Vlaanderen, Vlaanderen, 9000, BelgiÃ« / Belgique / Belgien	amenity	hospital	0.303230229325644	BelgiÃ« / Belgique / Belgien	FALSE
enigi	in	Asia	Southern Asia	FALSE	NA	2021-02-14	45129038	node	Enigi, Enigi Basapura, Hagari Bommanahalli taluk, Vijayanagara district, Karnataka, India	place	hamlet	0.35	India	FALSE
amsterdam university medical center	us	Americas	Northern America	FALSE	NA	2021-02-14	149881779	way	Amsterdam, San Antonio, Bexar County, Texas, 78231, United States	highway	residential	0.2	United States	FALSE
dunya	cn	Asia	Eastern Asia	FALSE	NA	2021-02-14	57441480	node	é¡¿äºš, é»”ä¸œå<8d>—è‹—æ—<8f>ä¾—æ—<8f>è‡ªæ²»å·ž, è´µå·žçœ<81>, ä¸­å›½	place	village	0.275	ä¸­å›½	FALSE
gender minority research office	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
forterre	fr	Europe	Western Europe	FALSE	NA	2021-02-14	83571526	node	Forterre, Longmesnil, Dieppe, Seine-Maritime, Normandie, France mÃ©tropolitaine, 76440, France	place	locality	0.225	France	FALSE
ruđer bošković institute	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
seal of excellence	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
university of patras	gr	Europe	Southern Europe	FALSE	NA	2021-02-14	878030	node	Î Î±Î½ÎµÏ€Î¹ÏƒÏ„Î®Î¼Î¹Î¿ Î Î±Ï„Ï<81>ÏŽÎ½, Î™Ï€Ï€Î¿ÎºÏ<81>Î¬Ï„Î¿Ï…Ï‚, Î¡Î¯Î¿, ÎšÎ¿Î¹Î½ÏŒÏ„Î·Ï„Î± Î¡Î¯Î¿Ï…, Î”Î·Î¼Î¿Ï„Î¹ÎºÎ® Î•Î½ÏŒÏ„Î·Ï„Î± Î¡Î¯Î¿Ï…, Î”Î®Î¼Î¿Ï‚ Î Î±Ï„Ï<81>Î­Ï‰Î½, Î ÎµÏ<81>Î¹Ï†ÎµÏ<81>ÎµÎ¹Î±ÎºÎ® Î•Î½ÏŒÏ„Î·Ï„Î± Î‘Ï‡Î±Î<90>Î±Ï‚, Î ÎµÏ<81>Î¹Ï†Î­Ï<81>ÎµÎ¹Î± Î”Ï…Ï„Î¹ÎºÎ®Ï‚ Î•Î»Î»Î¬Î´Î±Ï‚, Î‘Ï€Î¿ÎºÎµÎ½Ï„Ï<81>Ï‰Î¼Î­Î½Î· Î”Î¹Î¿Î¯ÎºÎ·ÏƒÎ· Î ÎµÎ»Î¿Ï€Î¿Î½Î½Î®ÏƒÎ¿Ï…, Î”Ï…Ï„Î¹ÎºÎ®Ï‚ Î•Î»Î»Î¬Î´Î±Ï‚ ÎºÎ±Î¹ Î™Î¿Î½Î¯Î¿Ï…, 26443, Î•Î»Î»Î¬Ï‚	amenity	university	0.001	Î•Î»Î»Î¬Ï‚	FALSE
researchers for peace	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
conservation x labs	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
digital makerspace	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
jane goodall institute	tz	Africa	Eastern Africa	FALSE	NA	2021-02-14	203379306	way	Jane Goodall Institute, R708, Kichangani, Pugu, Dar es Salaam, Kisarawe, Pwani, Coastal Zone, Tanzania	building	yes	0.301	Tanzania	FALSE
thylacine biosciences	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
gordon moore center for science at conservation international	NONE	NA	NA	FALSE	NA	2021-02-14	NA	NA	NA	NA	NA	NA	NA	FALSE
gsma	fr	Europe	Western Europe	FALSE	NA	2021-02-14	259279516	relation	GSMA, Acc. Zone Militaire, Lotissement Fareroi (CPS), Mahina, ÃŽles du Vent, PolynÃ©sie FranÃ§aise, France	amenity	school	0.101	France	FALSE
telenor	no	Europe	Northern Europe	FALSE	NA	2021-02-14	94243536	way	Telenor, Sandsli, Ytrebygda, Bergen, Vestland, Norge	landuse	commercial	0.3	Norge	FALSE
telenor research	no	Europe	Northern Europe	FALSE	NA	2021-02-14	14996105	node	Telenor Research and Innovation, Sykehusvegen, Breivang, Gimle, TromsÃ¸, Troms og Finnmark, 9019, Norge	office	it	0.201	Norge	FALSE
