country	num_entries	total	doi	year	query_date
United States	1	1	doi:10.1186/s12913-018-3486-y	2018	2021-03-30
Malta	1	1	doi:10.1007/s40200-018-0377-z	2018	2021-03-30
China	1	1	doi:10.1038/s41598-018-25233-x	2018	2021-03-30
New Zealand	1	1	doi:10.1038/s41598-018-25233-x	2018	2021-03-30
United States	1	1	doi:10.1038/s41598-018-25233-x	2018	2021-03-30
NA	NA	1	doi:10.1038/d41586-018-03803-3	2018	2021-03-30
China	1	1	doi:10.1007/s10661-018-6635-1	2018	2021-03-30
Germany	1	1	doi:10.1038/s41598-018-22115-0	2018	2021-03-30
Japan	1	1	doi:10.1186/s40623-018-0930-5	2018	2021-03-30
China	1	1	doi:10.1007/s00410-018-1485-y	2018	2021-03-30
Germany	1	1	doi:10.1007/s00410-018-1485-y	2018	2021-03-30
Japan	1	1	doi:10.1007/s00410-018-1485-y	2018	2021-03-30
United States	1	1	doi:10.1007/s00410-018-1485-y	2018	2021-03-30
Italy	1	1	doi:10.1007/s11784-018-0597-3	2018	2021-03-30
Netherlands	1	1	doi:10.1038/s41467-018-02895-9	2018	2021-03-30
United States	1	1	doi:10.1038/s41467-018-02895-9	2018	2021-03-30
Canada	1	1	doi:10.1038/s41467-018-06943-2	2018	2021-03-30
China	1	1	doi:10.1038/s41467-018-06943-2	2018	2021-03-30
NA	NA	1	doi:10.1038/d41586-018-05270-2	2018	2021-03-30
Italy	1	1	doi:10.1140/epjp/i2018-12365-6	2018	2021-03-30
China	1	1	doi:10.1038/s41598-018-26438-w	2018	2021-03-30
Italy	1	1	doi:10.1007/s12032-018-1078-7	2018	2021-03-30
Russia	1	1	doi:10.1038/s41467-018-02868-y	2018	2021-03-30
South Africa	1	1	doi:10.1038/s41467-018-02868-y	2018	2021-03-30
Switzerland	1	1	doi:10.1038/s41467-018-02868-y	2018	2021-03-30
China	1	1	doi:10.1038/s41598-018-22202-2	2018	2021-03-30
Sweden	1	1	doi:10.1140/epjb/e2018-90024-x	2018	2021-03-30
Switzerland	1	1	doi:10.1038/s41598-018-28206-2	2018	2021-03-30
Canada	1	1	doi:10.1186/s13012-018-0759-0	2018	2021-03-30
Colombia	1	1	doi:10.1186/s13012-018-0759-0	2018	2021-03-30
Netherlands	1	1	doi:10.1186/s13012-018-0759-0	2018	2021-03-30
Spain	1	1	doi:10.1186/s13012-018-0759-0	2018	2021-03-30
Austria	1	1	doi:10.1007/s11207-018-1286-5	2018	2021-03-30
Croatia	1	1	doi:10.1007/s11207-018-1286-5	2018	2021-03-30
Algeria	1	1	doi:10.1007/s00009-018-1188-7	2018	2021-03-30
Denmark	1	1	doi:10.1186/s13756-018-0406-1	2018	2021-03-30
China	1	1	doi:10.1186/s40880-018-0268-1	2018	2021-03-30
NA	NA	1	doi:10.1038/d41586-018-05262-2	2018	2021-03-30
Japan	1	1	doi:10.1186/s12955-018-0999-3	2018	2021-03-30
Italy	1	1	doi:10.1186/s40410-018-0083-7	2018	2021-03-30
NA	NA	1	doi:10.1038/d41586-018-05188-9	2018	2021-03-30
NA	NA	1	doi:10.1007/JHEP08(2018)201	2018	2021-03-30
China	1	1	doi:10.1186/s13568-018-0637-9	2018	2021-03-30
Belgium	1	1	doi:10.1007/s10681-018-2285-1	2018	2021-03-30
Benin	1	1	doi:10.1007/s10681-018-2285-1	2018	2021-03-30
Czech Republic	1	1	doi:10.1007/s10681-018-2285-1	2018	2021-03-30
Ivory Coast	1	1	doi:10.1007/s10681-018-2285-1	2018	2021-03-30
China	1	1	doi:10.1038/s41598-018-35705-9	2018	2021-03-30
Brazil	1	1	doi:10.1038/s41598-018-22158-3	2018	2021-03-30
Japan	1	1	doi:10.1186/s40560-018-0313-9	2018	2021-03-30
United States	1	1	doi:10.1038/s41598-018-26663-3	2018	2021-03-30
Norway	1	1	doi:10.1038/s41522-018-0056-3	2018	2021-03-30
United Kingdom	1	1	doi:10.1038/s41522-018-0056-3	2018	2021-03-30
United States	1	1	doi:10.1186/s13104-018-3656-3	2018	2021-03-30
United States	1	1	doi:10.1186/s12052-018-0079-5	2018	2021-03-30
Germany	1	1	doi:10.1038/s41598-018-29875-9	2018	2021-03-30
Japan	1	1	doi:10.1038/s41598-018-29875-9	2018	2021-03-30
Denmark	1	1	doi:10.1186/s12891-018-2353-7	2018	2021-03-30
Sweden	1	1	doi:10.1186/s12891-018-2353-7	2018	2021-03-30
United States	1	1	doi:10.1007/s00012-018-0543-7	2018	2021-03-30
Australia	1	1	doi:10.1007/s00227-018-3327-x	2018	2021-03-30
Oman	1	1	doi:10.1007/s00227-018-3327-x	2018	2021-03-30
Palau	1	1	doi:10.1007/s00227-018-3327-x	2018	2021-03-30
United States	1	1	doi:10.1007/s00227-018-3327-x	2018	2021-03-30
Belgium	1	1	doi:10.1186/s13195-018-0395-6	2018	2021-03-30
Netherlands	1	1	doi:10.1186/s13195-018-0395-6	2018	2021-03-30
Israel	1	1	doi:10.1007/s11908-018-0640-y	2018	2021-03-30
NA	NA	1	doi:10.1038/d41586-018-03793-2	2018	2021-03-30
Singapore	1	1	doi:10.1186/s12918-018-0662-y	2018	2021-03-30
Sweden	1	1	doi:10.1186/s13063-018-2916-9	2018	2021-03-30
United States	1	1	doi:10.1186/s40643-018-0233-5	2018	2021-03-30
Australia	1	1	doi:10.1038/s41598-018-21885-x	2018	2021-03-30
Netherlands	1	1	doi:10.1038/s41598-018-21885-x	2018	2021-03-30
United Kingdom	1	1	doi:10.1038/s41598-018-21885-x	2018	2021-03-30
NA	NA	1	doi:10.1186/s40623-018-0939-9	2018	2021-03-30
NA	NA	1	doi:10.1038/d41586-018-03810-4	2018	2021-03-30
NA	NA	1	doi:10.1038/d41586-018-05240-8	2018	2021-03-30
Chile	1	1	doi:10.1007/s10092-018-0276-1	2018	2021-03-30
Canada	1	1	doi:10.1186/s13750-018-0125-3	2018	2021-03-30
Estonia	1	1	doi:10.1186/s13750-018-0125-3	2018	2021-03-30
Finland	1	1	doi:10.1186/s13750-018-0125-3	2018	2021-03-30
Germany	1	1	doi:10.1186/s13750-018-0125-3	2018	2021-03-30
Sweden	1	1	doi:10.1186/s13750-018-0125-3	2018	2021-03-30
NA	NA	1	doi:10.1038/d41586-018-05177-y	2018	2021-03-30
China	1	1	doi:10.1186/s12859-018-2525-3	2018	2021-03-30
NA	NA	1	doi:10.1007/JHEP05(2018)211	2018	2021-03-30
China	1	1	doi:10.1038/s41598-018-22169-0	2018	2021-03-30
NA	NA	1	doi:10.1007/JHEP05(2019)212	2019	2021-03-30
Germany	1	1	doi:10.1186/s12939-019-1112-1	2019	2021-03-30
Switzerland	1	1	doi:10.1186/s12939-019-1112-1	2019	2021-03-30
Canada	1	1	doi:10.1007/s11294-019-09731-w	2019	2021-03-30
NA	NA	1	doi:10.1007/JHEP10(2019)281	2019	2021-03-30
NA	NA	1	doi:10.1007/JHEP07(2019)179	2019	2021-03-30
Taiwan	1	1	doi:10.1007/s00542-019-04532-x	2019	2021-03-30
China	1	1	doi:10.1038/s41586-019-0944-6	2019	2021-03-30
China	1	1	doi:10.1007/s11433-019-9396-8	2019	2021-03-30
Saudi Arabia	1	1	doi:10.1007/s11433-019-9396-8	2019	2021-03-30
South Korea	1	1	doi:10.1186/s12933-019-0874-5	2019	2021-03-30
Italy	1	1	doi:10.1007/s11433-018-9374-9	2019	2021-03-30
United States	1	1	doi:10.1007/s11433-018-9374-9	2019	2021-03-30
South Korea	1	1	doi:10.1186/s41240-019-0126-3	2019	2021-03-30
France	1	1	doi:10.1186/s13568-019-0898-y	2019	2021-03-30
Netherlands	1	1	doi:10.1186/s12909-019-1610-2	2019	2021-03-30
United States	1	1	doi:10.1186/s13104-019-4819-6	2019	2021-03-30
Brazil	1	1	doi:10.1140/epjc/s10052-019-7243-0	2019	2021-03-30
Japan	1	1	doi:10.1007/s41109-019-0145-0	2019	2021-03-30
NA	NA	1	doi:10.1038/d41586-019-03265-1	2019	2021-03-30
Canada	1	1	doi:10.1007/s10549-019-05196-x	2019	2021-03-30
Brazil	1	1	doi:10.1007/s40415-019-00535-0	2019	2021-03-30
Canada	1	1	doi:10.1007/s10584-018-2345-5	2019	2021-03-30
Italy	1	1	doi:10.1007/s10548-019-00715-x	2019	2021-03-30
Spain	1	1	doi:10.1007/s10548-019-00715-x	2019	2021-03-30
United Kingdom	1	1	doi:10.1007/s10548-019-00715-x	2019	2021-03-30
France	1	1	doi:10.1007/s10714-019-2644-9	2019	2021-03-30
Mexico	1	1	doi:10.1007/s10714-019-2644-9	2019	2021-03-30
United States	1	1	doi:10.1007/s11294-019-09735-6	2019	2021-03-30
China	1	1	doi:10.1007/s11128-019-2524-y	2019	2021-03-30
Egypt	1	1	doi:10.1186/s42269-019-0259-7	2019	2021-03-30
United States	1	1	doi:10.1007/s11936-019-0766-8	2019	2021-03-30
China	1	1	doi:10.1186/s12958-019-0517-4	2019	2021-03-30
China	1	1	doi:10.1007/s10854-019-00693-7	2019	2021-03-30
Switzerland	1	1	doi:10.1007/s41109-019-0139-y	2019	2021-03-30
China	1	1	doi:10.1007/s10765-019-2578-1	2019	2021-03-30
NA	NA	1	doi:10.1007/JHEP04(2019)169	2019	2021-03-30
China	1	1	doi:10.1007/s10854-019-00684-8	2019	2021-03-30
United States	1	1	doi:10.1007/s11934-019-0885-5	2019	2021-03-30
Canada	1	1	doi:10.1186/s13073-019-0642-x	2019	2021-03-30
Canada	1	1	doi:10.1140/epja/i2019-12711-9	2019	2021-03-30
Singapore	1	1	doi:10.1007/s41649-019-00084-4	2019	2021-03-30
Canada	1	1	doi:10.1186/s40985-019-0111-5	2019	2021-03-30
Netherlands	1	1	doi:10.1186/s12943-019-0962-x	2019	2021-03-30
Australia	1	1	doi:10.1038/s41416-019-0437-2	2019	2021-03-30
Czech Republic	1	1	doi:10.1186/s40562-019-0136-0	2019	2021-03-30
China	1	1	doi:10.1007/s10853-019-03383-1	2019	2021-03-30
Norway	1	1	doi:10.1186/s12879-019-4114-0	2019	2021-03-30
South Africa	1	1	doi:10.1186/s12879-019-4114-0	2019	2021-03-30
Zimbabwe	1	1	doi:10.1186/s12879-019-4114-0	2019	2021-03-30
United Kingdom	1	1	doi:10.1007/s10853-019-03893-y	2019	2021-03-30
China	1	1	doi:10.1186/s13019-019-0921-z	2019	2021-03-30
Germany	1	1	doi:10.1007/s11205-018-2010-4	2019	2021-03-30
Spain	1	1	doi:10.1007/s11205-018-2010-4	2019	2021-03-30
China	1	1	doi:10.1038/s41586-019-1685-2	2019	2021-03-30
United Kingdom	1	1	doi:10.1038/s41586-019-1685-2	2019	2021-03-30
China	1	1	doi:10.1186/s12957-019-1744-z	2019	2021-03-30
Kazakhstan	1	1	doi:10.1007/s00340-019-7292-y	2019	2021-03-30
Ukraine	1	1	doi:10.1007/s00340-019-7292-y	2019	2021-03-30
Switzerland	1	1	doi:10.1007/s41781-019-0028-1	2019	2021-03-30
United States	1	1	doi:10.1007/s41781-019-0028-1	2019	2021-03-30
Czech Republic	1	1	doi:10.1007/s11294-019-09728-5	2019	2021-03-30
Germany	1	1	doi:10.1038/s41598-019-40052-4	2019	2021-03-30
NA	NA	1	doi:10.1038/d41586-019-00286-8	2019	2021-03-30
India	1	1	doi:10.1007/s40261-018-0738-x	2019	2021-03-30
China	1	1	doi:10.1186/s41256-019-0102-6	2019	2021-03-30
Australia	1	1	doi:10.1186/s12954-019-0325-3	2019	2021-03-30
Japan	1	1	doi:10.1186/s40645-019-0308-8	2019	2021-03-30
NA	NA	1	doi:10.1038/d41586-019-03548-7	2019	2021-03-30
India	1	1	doi:10.1007/s40944-019-0356-4	2019	2021-03-30
Italy	1	1	doi:10.1007/s11239-019-02001-w	2019	2021-03-30
China	1	1	doi:10.1007/s11249-019-1175-6	2019	2021-03-30
China	1	1	doi:10.1007/s10570-019-02635-2	2019	2021-03-30
Cyprus	1	1	doi:10.1186/s40709-019-0098-6	2019	2021-03-30
Greece	1	1	doi:10.1186/s40709-019-0098-6	2019	2021-03-30
NA	NA	1	doi:10.1038/d41586-019-00193-y	2019	2021-03-30
Netherlands	1	1	doi:10.1186/s13195-019-0529-5	2019	2021-03-30
United States	1	1	doi:10.1186/s13195-019-0529-5	2019	2021-03-30
China	1	1	doi:10.1186/s13099-019-0299-4	2019	2021-03-30
Germany	1	1	doi:10.1186/s42466-019-0011-7	2019	2021-03-30
Bosnia and Herzegovina	1	1	doi:10.1007/s00025-019-0972-4	2019	2021-03-30
China	1	1	doi:10.1007/s11043-019-09441-0	2019	2021-03-30
United States	1	1	doi:10.1007/s10549-019-05212-0	2019	2021-03-30
Germany	1	1	doi:10.1186/s12883-019-1525-x	2019	2021-03-30
China	1	1	doi:10.1007/s10509-019-3557-5	2019	2021-03-30
Jordan	1	1	doi:10.1186/s12879-019-4735-3	2019	2021-03-30
Sweden	1	1	doi:10.1186/s12879-019-4735-3	2019	2021-03-30
Italy	1	1	doi:10.1186/s12890-019-0927-2	2019	2021-03-30
Switzerland	1	1	doi:10.1038/s41467-019-12193-7	2019	2021-03-30
United States	1	1	doi:10.1038/s41467-019-12193-7	2019	2021-03-30
India	1	1	doi:10.1007/s12065-019-00269-8	2019	2021-03-30
India	1	1	doi:10.1007/s10854-019-01452-4	2019	2021-03-30
Canada	1	1	doi:10.1186/s40814-019-0423-8	2019	2021-03-30
United Kingdom	1	1	doi:10.1186/s40814-019-0423-8	2019	2021-03-30
United States	1	1	doi:10.1007/s11249-019-1197-0	2019	2021-03-30
China	1	1	doi:10.1007/s10854-019-01916-7	2019	2021-03-30
Germany	1	1	doi:10.1007/s10551-018-3790-9	2019	2021-03-30
Canada	1	1	doi:10.1007/s10854-019-01480-0	2019	2021-03-30
Italy	1	1	doi:10.1007/s11886-019-1226-5	2019	2021-03-30
Iran	1	1	doi:10.1186/s13099-019-0282-0	2019	2021-03-30
Spain	1	1	doi:10.1007/s42452-019-1776-6	2019	2021-03-30
Australia	1	1	doi:10.1007/s12517-019-4269-4	2019	2021-03-30
United States	1	1	doi:10.3758/s13414-019-01712-9	2019	2021-03-30
China	1	1	doi:10.1038/s41419-019-1776-x	2019	2021-03-30
United States	1	1	doi:10.1038/s41419-019-1776-x	2019	2021-03-30
China	1	1	doi:10.1007/s10854-019-01446-2	2019	2021-03-30
China	1	1	doi:10.1007/s10853-019-03877-y	2019	2021-03-30
United States	1	1	doi:10.1007/s11293-019-09611-y	2019	2021-03-30
China	1	1	doi:10.1038/s41598-019-39734-w	2019	2021-03-30
China	1	1	doi:10.1186/s12880-019-0343-3	2019	2021-03-30
Switzerland	1	1	doi:10.1007/s41781-019-0031-6	2019	2021-03-30
China	1	1	doi:10.1007/s10854-019-01874-0	2019	2021-03-30
Australia	1	1	doi:10.1186/s12284-019-0281-2	2019	2021-03-30
Philippines	1	1	doi:10.1186/s12284-019-0281-2	2019	2021-03-30
United Kingdom	1	1	doi:10.1186/s12284-019-0281-2	2019	2021-03-30
NA	NA	1	doi:10.1038/d41586-019-01743-0	2019	2021-03-30
China	1	1	doi:10.1007/s00339-019-2870-8	2019	2021-03-30
China	1	1	doi:10.1186/s40779-019-0203-z	2019	2021-03-30
Japan	1	1	doi:10.1007/s42495-018-0013-4	2019	2021-03-30
China	1	1	doi:10.1186/s12891-019-2762-2	2019	2021-03-30
Japan	1	1	doi:10.1007/s10854-019-01458-y	2019	2021-03-30
Iran	1	1	doi:10.1007/s11128-019-2216-7	2019	2021-03-30
Japan	1	1	doi:10.1186/s12890-019-1038-9	2019	2021-03-30
New Zealand	1	1	doi:10.1007/s41649-019-00080-8	2019	2021-03-30
NA	NA	1	doi:10.1038/d41586-019-00264-0	2019	2021-03-30
France	1	1	doi:10.1007/s00020-019-2508-4	2019	2021-03-30
Belgium	1	1	doi:10.1186/s12302-019-0244-7	2019	2021-03-30
Germany	1	1	doi:10.1186/s12302-019-0244-7	2019	2021-03-30
Netherlands	1	1	doi:10.1186/s12302-019-0244-7	2019	2021-03-30
United States	1	1	doi:10.1186/s12864-019-6419-1	2019	2021-03-30
Germany	1	1	doi:10.1007/s13399-019-00508-z	2019	2021-03-30
Italy	1	1	doi:10.1140/epjp/i2019-12807-7	2019	2021-03-30
United States	1	1	doi:10.1038/s41524-019-0156-5	2019	2021-03-30
Iran	1	1	doi:10.1186/s41601-019-0118-4	2019	2021-03-30
Turkey	1	1	doi:10.1007/s12517-019-4923-x	2019	2021-03-30
NA	NA	1	doi:10.1038/d41586-019-03097-z	2019	2021-03-30
China	1	1	doi:10.1186/s13287-019-1372-0	2019	2021-03-30
Greece	1	1	doi:10.1007/s10661-019-7430-3	2019	2021-03-30
NA	NA	1	doi:10.1007/JHEP07(2019)182	2019	2021-03-30
Italy	1	1	doi:10.1007/s10549-019-05275-z	2019	2021-03-30
South Korea	1	1	doi:10.1038/s41467-019-12619-2	2019	2021-03-30
United States	1	1	doi:10.1038/s41467-019-12619-2	2019	2021-03-30
India	1	1	doi:10.1038/s41394-019-0171-2	2019	2021-03-30
China	1	1	doi:10.1007/s11082-019-2047-x	2019	2021-03-30
Pakistan	1	1	doi:10.1007/s11082-019-2047-x	2019	2021-03-30
China	1	1	doi:10.1007/s00340-019-7355-0	2019	2021-03-30
Pakistan	1	1	doi:10.1007/s00340-019-7355-0	2019	2021-03-30
Egypt	1	1	doi:10.1186/s12903-019-0991-2	2019	2021-03-30
Nigeria	1	1	doi:10.1186/s12903-019-0991-2	2019	2021-03-30
United States	1	1	doi:10.1186/s12903-019-0991-2	2019	2021-03-30
China	1	1	doi:10.1007/s00339-019-2586-9	2019	2021-03-30
China	1	1	doi:10.1186/s42397-019-0038-x	2019	2021-03-30
China	1	1	doi:10.1186/s12887-019-1687-0	2019	2021-03-30
NA	NA	1	doi:10.1038/d41586-019-00598-9	2019	2021-03-30
Brazil	1	1	doi:10.1007/s11277-019-06320-2	2019	2021-03-30
Germany	1	1	doi:10.1186/s13643-019-0943-6	2019	2021-03-30
Rwanda	1	1	doi:10.1186/s13643-019-0943-6	2019	2021-03-30
South Africa	1	1	doi:10.1186/s13643-019-0943-6	2019	2021-03-30
Brazil	1	1	doi:10.1007/s40415-019-00524-3	2019	2021-03-30
United States	1	1	doi:10.1007/s40415-019-00524-3	2019	2021-03-30
Germany	1	1	doi:10.1007/s00027-019-0660-1	2019	2021-03-30
NA	NA	1	doi:10.1007/JHEP05(2019)208	2019	2021-03-30
China	1	1	doi:10.1186/s40644-019-0190-z	2019	2021-03-30
France	1	1	doi:10.1038/s41398-019-0435-4	2019	2021-03-30
Sweden	1	1	doi:10.1038/s41598-019-56667-6	2019	2021-03-30
China	1	1	doi:10.1140/epja/i2019-12864-5	2019	2021-03-30
Russia	1	1	doi:10.1140/epja/i2019-12864-5	2019	2021-03-30
Australia	1	1	doi:10.1186/s12889-019-6831-0	2019	2021-03-30
China	1	1	doi:10.1186/s12889-019-6831-0	2019	2021-03-30
United Kingdom	1	1	doi:10.1186/s12889-019-6831-0	2019	2021-03-30
India	1	1	doi:10.1140/epja/i2019-12858-3	2019	2021-03-30
Egypt	1	1	doi:10.1007/s10854-019-01552-1	2019	2021-03-30
Saudi Arabia	1	1	doi:10.1007/s10854-019-01552-1	2019	2021-03-30
Tunisia	1	1	doi:10.1007/s10854-019-01552-1	2019	2021-03-30
Pakistan	1	1	doi:10.1007/s13193-019-00880-2	2019	2021-03-30
Germany	1	1	doi:10.1186/s40856-019-0046-0	2019	2021-03-30
Singapore	1	1	doi:10.1038/s41419-019-1970-x	2019	2021-03-30
Sweden	1	1	doi:10.1038/s41419-019-1970-x	2019	2021-03-30
Malaysia	1	1	doi:10.1007/s10965-019-1978-z	2019	2021-03-30
Australia	1	1	doi:10.1186/s12913-019-4359-8	2019	2021-03-30
Denmark	1	1	doi:10.1186/s12913-019-4359-8	2019	2021-03-30
Netherlands	1	1	doi:10.1186/s12913-019-4359-8	2019	2021-03-30
Russia	1	1	doi:10.1186/s13059-019-1834-9	2019	2021-03-30
United States	1	1	doi:10.1186/s13059-019-1834-9	2019	2021-03-30
Taiwan	1	1	doi:10.1038/s41598-019-47641-3	2019	2021-03-30
France	1	1	doi:10.1186/s12929-019-0579-9	2019	2021-03-30
Sweden	1	1	doi:10.1186/s12929-019-0579-9	2019	2021-03-30
Taiwan	1	1	doi:10.1186/s12929-019-0579-9	2019	2021-03-30
China	1	1	doi:10.1186/s12944-019-1108-2	2019	2021-03-30
China	1	1	doi:10.1007/s11433-018-9335-6	2019	2021-03-30
Austria	1	1	doi:10.1007/s00423-019-01768-z	2019	2021-03-30
Germany	1	1	doi:10.1007/s00423-019-01768-z	2019	2021-03-30
Switzerland	1	1	doi:10.1007/s00423-019-01768-z	2019	2021-03-30
Italy	1	1	doi:10.1007/s11205-019-02237-2	2019	2021-03-30
Vietnam	1	1	doi:10.1007/s10854-019-01444-4	2019	2021-03-30
Brazil	1	1	doi:10.1007/s00245-019-09639-1	2019	2021-03-30
Chile	1	1	doi:10.1007/s00245-019-09639-1	2019	2021-03-30
Indonesia	1	1	doi:10.1007/s00245-019-09639-1	2019	2021-03-30
Austria	1	1	doi:10.1007/s10549-019-05171-6	2019	2021-03-30
Germany	1	1	doi:10.1007/s10549-019-05171-6	2019	2021-03-30
United States	1	1	doi:10.1007/s10549-019-05291-z	2019	2021-03-30
India	1	1	doi:10.1007/s13201-019-0941-9	2019	2021-03-30
Germany	1	1	doi:10.1007/s00348-019-2750-1	2019	2021-03-30
Netherlands	1	1	doi:10.1007/s00348-019-2750-1	2019	2021-03-30
United States	1	1	doi:10.1007/s10551-019-04127-6	2019	2021-03-30
Italy	1	1	doi:10.1007/s11239-019-01939-1	2019	2021-03-30
Japan	1	1	doi:10.1186/s40981-019-0235-0	2019	2021-03-30
Germany	1	1	doi:10.1038/s41467-019-08459-9	2019	2021-03-30
Germany	1	1	doi:10.1186/s12864-019-5976-7	2019	2021-03-30
NA	NA	1	doi:10.1038/d41586-019-03282-0	2019	2021-03-30
Germany	1	1	doi:10.1007/s00423-019-01790-1	2019	2021-03-30
Iran	1	1	doi:10.1007/s00339-019-2667-9	2019	2021-03-30
United States	1	1	doi:10.1007/s11242-019-01312-z	2019	2021-03-30
Australia	1	1	doi:10.1007/s10531-018-01695-3	2019	2021-03-30
Austria	1	1	doi:10.1007/s10531-018-01695-3	2019	2021-03-30
Brunei	1	1	doi:10.1007/s10531-018-01695-3	2019	2021-03-30
New Zealand	1	1	doi:10.1007/s10531-018-01695-3	2019	2021-03-30
Switzerland	1	1	doi:10.1007/s10531-018-01695-3	2019	2021-03-30
United Kingdom	1	1	doi:10.1007/s10531-018-01695-3	2019	2021-03-30
Pakistan	1	1	doi:10.1007/s11277-019-06323-z	2019	2021-03-30
Australia	1	1	doi:10.1186/s13148-019-0664-7	2019	2021-03-30
France	1	1	doi:10.1186/s13148-019-0664-7	2019	2021-03-30
India	1	1	doi:10.1186/s13148-019-0664-7	2019	2021-03-30
Italy	1	1	doi:10.1186/s13148-019-0664-7	2019	2021-03-30
United Kingdom	1	1	doi:10.1186/s13148-019-0664-7	2019	2021-03-30
India	1	1	doi:10.1007/s10853-019-03521-9	2019	2021-03-30
Germany	1	1	doi:10.1186/s10020-019-0124-z	2019	2021-03-30
Portugal	1	1	doi:10.1186/s10020-019-0124-z	2019	2021-03-30
Spain	1	1	doi:10.1186/s10020-019-0124-z	2019	2021-03-30
Switzerland	1	1	doi:10.1186/s10020-019-0124-z	2019	2021-03-30
United Kingdom	1	1	doi:10.1186/s10020-019-0124-z	2019	2021-03-30
NA	NA	1	doi:10.1038/d41586-019-00283-x	2019	2021-03-30
United Kingdom	1	1	doi:10.1186/s40694-019-0074-9	2019	2021-03-30
China	1	1	doi:10.1007/s00604-019-3403-z	2019	2021-03-30
Brazil	1	1	doi:10.1186/s41155-019-0119-2	2019	2021-03-30
United States	1	1	doi:10.1007/s00227-019-3583-4	2019	2021-03-30
Canada	1	1	doi:10.1186/s12889-019-7317-9	2019	2021-03-30
France	1	1	doi:10.1186/s12889-019-7317-9	2019	2021-03-30
China	1	1	doi:10.1007/s10854-019-01441-7	2019	2021-03-30
Germany	1	1	doi:10.1007/s10549-019-05198-9	2019	2021-03-30
United States	1	1	doi:10.1007/s10549-019-05198-9	2019	2021-03-30
NA	NA	1	doi:10.1007/s10973-019-08443-x	2019	2021-03-30
China	1	1	doi:10.1007/s10854-019-01457-z	2019	2021-03-30
China	1	1	doi:10.1140/epja/i2019-12835-x	2019	2021-03-30
United States	1	1	doi:10.1140/epja/i2019-12835-x	2019	2021-03-30
United States	1	1	doi:10.1007/s10551-018-4010-3	2019	2021-03-30
NA	NA	1	doi:10.1007/JHEP10(2019)278	2019	2021-03-30
Ireland	1	1	doi:10.1007/s11886-019-1196-7	2019	2021-03-30
China	1	1	doi:10.1186/s12885-019-6367-9	2019	2021-03-30
United Arab Emirates	1	1	doi:10.1007/s11277-019-06321-1	2019	2021-03-30
Japan	1	1	doi:10.1186/s40792-019-0681-y	2019	2021-03-30
Russia	1	1	doi:10.1007/s00025-019-1017-8	2019	2021-03-30
Vietnam	1	1	doi:10.1007/s00025-019-1017-8	2019	2021-03-30
China	1	1	doi:10.1007/s40415-019-00525-2	2019	2021-03-30
Germany	1	1	doi:10.1186/s13073-019-0636-8	2019	2021-03-30
Italy	1	1	doi:10.1186/s13073-019-0636-8	2019	2021-03-30
United Kingdom	1	1	doi:10.1186/s13073-019-0636-8	2019	2021-03-30
NA	NA	1	doi:10.1038/d41586-019-00679-9	2019	2021-03-30
United States	1	1	doi:10.1007/s11892-019-1227-1	2019	2021-03-30
Israel	1	1	doi:10.1038/s41598-019-56784-2	2019	2021-03-30
Turkey	1	1	doi:10.1007/s10973-018-7691-z	2019	2021-03-30
United States	1	1	doi:10.1186/s12891-019-2486-3	2019	2021-03-30
Australia	1	1	doi:10.1007/s00018-018-2984-8	2019	2021-03-30
Russia	1	1	doi:10.1007/s10958-019-4148-2	2019	2021-03-30
South Korea	1	1	doi:10.1007/s10548-019-00719-7	2019	2021-03-30
United States	1	1	doi:10.1007/s10548-019-00719-7	2019	2021-03-30
France	1	1	doi:10.1007/s11186-019-09348-2	2019	2021-03-30
Netherlands	1	1	doi:10.1007/s11186-019-09348-2	2019	2021-03-30
China	1	1	doi:10.1007/s40415-019-00538-x	2019	2021-03-30
United Arab Emirates	1	1	doi:10.1007/s10659-018-9682-5	2019	2021-03-30
India	1	1	doi:10.1038/s41598-019-52134-4	2019	2021-03-30
Japan	1	1	doi:10.1186/s40792-019-0647-0	2019	2021-03-30
Sri Lanka	1	1	doi:10.1186/s13256-019-2321-3	2019	2021-03-30
China	1	1	doi:10.1038/s41598-019-44583-8	2019	2021-03-30
United States	1	1	doi:10.1007/s12032-019-1249-1	2019	2021-03-30
China	1	1	doi:10.1038/s41598-019-39644-x	2019	2021-03-30
Taiwan	1	1	doi:10.1186/s12876-019-0955-7	2019	2021-03-30
India	1	1	doi:10.1007/s12043-019-1760-0	2019	2021-03-30
Turkey	1	1	doi:10.1007/s10854-019-01445-3	2019	2021-03-30
United States	1	1	doi:10.1007/s40656-019-0262-1	2019	2021-03-30
Germany	1	1	doi:10.1007/s10584-018-2359-z	2019	2021-03-30
Japan	1	1	doi:10.1186/s40792-019-0649-y	2019	2021-03-30
Russia	1	1	doi:10.1007/s10548-019-00714-y	2019	2021-03-30
NA	NA	1	doi:10.1007/JHEP01(2019)233	2019	2021-03-30
South Korea	1	1	doi:10.1186/s12885-019-5740-z	2019	2021-03-30
China	1	1	doi:10.1007/s12144-019-00422-7	2019	2021-03-30
United States	1	1	doi:10.1007/s11886-019-1199-4	2019	2021-03-30
India	1	1	doi:10.1007/s10916-019-1355-9	2019	2021-03-30
China	1	1	doi:10.1186/s12871-019-0838-z	2019	2021-03-30
